"a" "b" "c" "d" "e"
"3099" "L20" "SCFLD254" 343252 "Scaffold254" "Scaffold254_343252"
"3100" "L20" "SCFLD254" 359841 "Scaffold254" "Scaffold254_359841"
"3101" "L20" "SCFLD254" 84696 "Scaffold254" "Scaffold254_84696"
"3102" "L20" "SCFLD263" 254529 "Scaffold263" "Scaffold263_254529"
"3103" "L20" "SCFLD263" 254549 "Scaffold263" "Scaffold263_254549"
"3104" "L20" "SCFLD283" 33224 "Scaffold283" "Scaffold283_33224"
"3105" "L20" "SCFLD283" 33314 "Scaffold283" "Scaffold283_33314"
"3106" "L20" "SCFLD283" 396104 "Scaffold283" "Scaffold283_396104"
"3107" "L20" "SCFLD3090" 4796 "Scaffold3090" "Scaffold3090_4796"
"3108" "L20" "SCFLD3090" 4918 "Scaffold3090" "Scaffold3090_4918"
"3109" "L20" "SCFLD314" 132296 "Scaffold314" "Scaffold314_132296"
"3110" "L20" "SCFLD314" 141951 "Scaffold314" "Scaffold314_141951"
"3111" "L20" "SCFLD314" 160715 "Scaffold314" "Scaffold314_160715"
"3112" "L20" "SCFLD314" 213347 "Scaffold314" "Scaffold314_213347"
"3113" "L20" "SCFLD314" 341043 "Scaffold314" "Scaffold314_341043"
"3114" "L20" "SCFLD314" 341068 "Scaffold314" "Scaffold314_341068"
"3115" "L20" "SCFLD314" 357680 "Scaffold314" "Scaffold314_357680"
"3116" "L20" "SCFLD314" 66084 "Scaffold314" "Scaffold314_66084"
"3117" "L20" "SCFLD3267" 5771 "Scaffold3267" "Scaffold3267_5771"
"3118" "L20" "SCFLD3287" 6081 "Scaffold3287" "Scaffold3287_6081"
"3119" "L20" "SCFLD3367" 4074 "Scaffold3367" "Scaffold3367_4074"
"3120" "L20" "SCFLD360" 154377 "Scaffold360" "Scaffold360_154377"
"3121" "L20" "SCFLD360" 154399 "Scaffold360" "Scaffold360_154399"
"3122" "L20" "SCFLD360" 185885 "Scaffold360" "Scaffold360_185885"
"3123" "L20" "SCFLD360" 280376 "Scaffold360" "Scaffold360_280376"
"3124" "L20" "SCFLD360" 304673 "Scaffold360" "Scaffold360_304673"
"3125" "L20" "SCFLD360" 7480 "Scaffold360" "Scaffold360_7480"
"3126" "L20" "SCFLD3644" 2032 "Scaffold3644" "Scaffold3644_2032"
"3127" "L20" "SCFLD380" 49873 "Scaffold380" "Scaffold380_49873"
"3128" "L20" "SCFLD3804" 5466 "Scaffold3804" "Scaffold3804_5466"
"3129" "L20" "SCFLD388" 1282 "Scaffold388" "Scaffold388_1282"
"3130" "L20" "SCFLD388" 215574 "Scaffold388" "Scaffold388_215574"
"3131" "L20" "SCFLD388" 33452 "Scaffold388" "Scaffold388_33452"
"3132" "L20" "SCFLD402" 10915 "Scaffold402" "Scaffold402_10915"
"3133" "L20" "SCFLD403" 133904 "Scaffold403" "Scaffold403_133904"
"3134" "L20" "SCFLD403" 133949 "Scaffold403" "Scaffold403_133949"
"3135" "L20" "SCFLD403" 134070 "Scaffold403" "Scaffold403_134070"
"3136" "L20" "SCFLD403" 15365 "Scaffold403" "Scaffold403_15365"
"3137" "L20" "SCFLD403" 42538 "Scaffold403" "Scaffold403_42538"
"3138" "L20" "SCFLD417" 158899 "Scaffold417" "Scaffold417_158899"
"3139" "L20" "SCFLD417" 239062 "Scaffold417" "Scaffold417_239062"
"3140" "L20" "SCFLD417" 284330 "Scaffold417" "Scaffold417_284330"
"3141" "L20" "SCFLD417" 284365 "Scaffold417" "Scaffold417_284365"
"3142" "L20" "SCFLD4282" 3625 "Scaffold4282" "Scaffold4282_3625"
"3143" "L20" "SCFLD4364" 1741 "Scaffold4364" "Scaffold4364_1741"
"3144" "L20" "SCFLD4364" 1777 "Scaffold4364" "Scaffold4364_1777"
"3145" "L20" "SCFLD465" 46480 "Scaffold465" "Scaffold465_46480"
"3146" "L20" "SCFLD477" 150830 "Scaffold477" "Scaffold477_150830"
"3147" "L20" "SCFLD477" 150833 "Scaffold477" "Scaffold477_150833"
"3148" "L20" "SCFLD496" 128102 "Scaffold496" "Scaffold496_128102"
"3149" "L20" "SCFLD496" 4976 "Scaffold496" "Scaffold496_4976"
"3150" "L20" "SCFLD496" 66481 "Scaffold496" "Scaffold496_66481"
"3151" "L20" "SCFLD546" 119733 "Scaffold546" "Scaffold546_119733"
"3152" "L20" "SCFLD546" 59850 "Scaffold546" "Scaffold546_59850"
"3153" "L20" "SCFLD546" 59864 "Scaffold546" "Scaffold546_59864"
"3154" "L20" "SCFLD590" 53399 "Scaffold590" "Scaffold590_53399"
"3155" "L20" "SCFLD620" 48888 "Scaffold620" "Scaffold620_48888"
"3156" "L20" "SCFLD6580" 1250 "Scaffold6580" "Scaffold6580_1250"
"3157" "L20" "SCFLD6580" 1287 "Scaffold6580" "Scaffold6580_1287"
"3158" "L20" "SCFLD675" 108998 "Scaffold675" "Scaffold675_108998"
"3159" "L20" "SCFLD675" 121367 "Scaffold675" "Scaffold675_121367"
"3160" "L20" "SCFLD675" 12733 "Scaffold675" "Scaffold675_12733"
"3161" "L20" "SCFLD694" 128744 "Scaffold694" "Scaffold694_128744"
"3162" "L20" "SCFLD736" 42858 "Scaffold736" "Scaffold736_42858"
"3163" "L20" "SCFLD736" 93898 "Scaffold736" "Scaffold736_93898"
"3164" "L20" "SCFLD740" 14586 "Scaffold740" "Scaffold740_14586"
"3165" "L20" "SCFLD740" 34841 "Scaffold740" "Scaffold740_34841"
"3166" "L20" "SCFLD76" 495558 "Scaffold76" "Scaffold76_495558"
"3167" "L20" "SCFLD76" 528546 "Scaffold76" "Scaffold76_528546"
"3168" "L20" "SCFLD76" 63948 "Scaffold76" "Scaffold76_63948"
"3169" "L20" "SCFLD761" 54902 "Scaffold761" "Scaffold761_54902"
"3170" "L20" "SCFLD761" 54974 "Scaffold761" "Scaffold761_54974"
"3171" "L20" "SCFLD761" 62037 "Scaffold761" "Scaffold761_62037"
"3172" "L20" "SCFLD761" 62042 "Scaffold761" "Scaffold761_62042"
"3173" "L20" "SCFLD81" 202581 "Scaffold81" "Scaffold81_202581"
"3174" "L20" "SCFLD81" 440504 "Scaffold81" "Scaffold81_440504"
"3175" "L20" "SCFLD815" 11611 "Scaffold815" "Scaffold815_11611"
"3176" "L20" "SCFLD815" 11631 "Scaffold815" "Scaffold815_11631"
"3177" "L20" "SCFLD815" 11647 "Scaffold815" "Scaffold815_11647"
"3178" "L20" "SCFLD829" 5035 "Scaffold829" "Scaffold829_5035"
"3179" "L20" "SCFLD8864" 814 "Scaffold8864" "Scaffold8864_814"
"3180" "L20" "SCFLD946" 5108 "Scaffold946" "Scaffold946_5108"
"3181" "L20" "SCFLD946" 64655 "Scaffold946" "Scaffold946_64655"
"3182" "L20" "SCFLD95" 227596 "Scaffold95" "Scaffold95_227596"
"3183" "L20" "SCFLD95" 266639 "Scaffold95" "Scaffold95_266639"
"3184" "L20" "SCFLD95" 266653 "Scaffold95" "Scaffold95_266653"
"3185" "L20" "SCFLD95" 266752 "Scaffold95" "Scaffold95_266752"
"3186" "L20" "SCFLD95" 276315 "Scaffold95" "Scaffold95_276315"
"3187" "L20" "SCFLD95" 325375 "Scaffold95" "Scaffold95_325375"
"3188" "L20" "SCFLD95" 435536 "Scaffold95" "Scaffold95_435536"
"3189" "L20" "SCFLD95" 525132 "Scaffold95" "Scaffold95_525132"
"3190" "L20" "SCFLD964" 36266 "Scaffold964" "Scaffold964_36266"
"3191" "L20" "SCFLD964" 36277 "Scaffold964" "Scaffold964_36277"
"3192" "L20" "SCFLD964" 42964 "Scaffold964" "Scaffold964_42964"
"3193" "L20" "SCFLD964" 42999 "Scaffold964" "Scaffold964_42999"
"3194" "L20" "SCFLD9837" 649 "Scaffold9837" "Scaffold9837_649"
"3195" "L20" "SCFLD10006" 1000781 "Scaffold10006" "Scaffold10006_1000781"
"3196" "L20" "SCFLD10006" 1006147 "Scaffold10006" "Scaffold10006_1006147"
"3197" "L20" "SCFLD10006" 110187 "Scaffold10006" "Scaffold10006_110187"
"3198" "L20" "SCFLD10006" 110197 "Scaffold10006" "Scaffold10006_110197"
"3199" "L20" "SCFLD10006" 1131389 "Scaffold10006" "Scaffold10006_1131389"
"3200" "L20" "SCFLD10006" 1138366 "Scaffold10006" "Scaffold10006_1138366"
"3201" "L20" "SCFLD10006" 1172807 "Scaffold10006" "Scaffold10006_1172807"
"3202" "L20" "SCFLD10006" 1290087 "Scaffold10006" "Scaffold10006_1290087"
"3203" "L20" "SCFLD10006" 1302118 "Scaffold10006" "Scaffold10006_1302118"
"3204" "L20" "SCFLD10006" 133058 "Scaffold10006" "Scaffold10006_133058"
"3205" "L20" "SCFLD10006" 1344249 "Scaffold10006" "Scaffold10006_1344249"
"3206" "L20" "SCFLD10006" 1406711 "Scaffold10006" "Scaffold10006_1406711"
"3207" "L20" "SCFLD10006" 202278 "Scaffold10006" "Scaffold10006_202278"
"3208" "L20" "SCFLD10006" 303461 "Scaffold10006" "Scaffold10006_303461"
"3209" "L20" "SCFLD10006" 349531 "Scaffold10006" "Scaffold10006_349531"
"3210" "L20" "SCFLD10006" 375243 "Scaffold10006" "Scaffold10006_375243"
"3211" "L20" "SCFLD10006" 654589 "Scaffold10006" "Scaffold10006_654589"
"3212" "L20" "SCFLD10006" 994805 "Scaffold10006" "Scaffold10006_994805"
"3213" "L20" "SCFLD169" 151724 "Scaffold169" "Scaffold169_151724"
"3214" "L20" "SCFLD169" 279457 "Scaffold169" "Scaffold169_279457"
"3215" "L20" "SCFLD169" 421104 "Scaffold169" "Scaffold169_421104"
"3216" "L20" "SCFLD169" 421112 "Scaffold169" "Scaffold169_421112"
"3217" "L20" "SCFLD169" 421125 "Scaffold169" "Scaffold169_421125"
"3218" "L20" "SCFLD169" 431403 "Scaffold169" "Scaffold169_431403"
"3219" "L20" "SCFLD169" 431420 "Scaffold169" "Scaffold169_431420"
"3220" "L20" "SCFLD169" 431509 "Scaffold169" "Scaffold169_431509"
"3221" "L20" "SCFLD169" 483896 "Scaffold169" "Scaffold169_483896"
"3222" "L20" "SCFLD169" 578410 "Scaffold169" "Scaffold169_578410"
"3223" "L20" "SCFLD169" 578524 "Scaffold169" "Scaffold169_578524"
"3224" "L20" "SCFLD419" 116044 "Scaffold419" "Scaffold419_116044"
"3225" "L20" "SCFLD419" 128758 "Scaffold419" "Scaffold419_128758"
"3226" "L20" "SCFLD419" 141541 "Scaffold419" "Scaffold419_141541"
"3227" "L20" "SCFLD419" 16063 "Scaffold419" "Scaffold419_16063"
"3228" "L20" "SCFLD419" 16077 "Scaffold419" "Scaffold419_16077"
"3229" "L20" "SCFLD419" 202608 "Scaffold419" "Scaffold419_202608"
"3230" "L20" "SCFLD419" 211951 "Scaffold419" "Scaffold419_211951"
"3231" "L20" "SCFLD419" 51846 "Scaffold419" "Scaffold419_51846"
"3232" "L20" "SCFLD419" 51926 "Scaffold419" "Scaffold419_51926"
"3233" "L20" "SCFLD419" 81039 "Scaffold419" "Scaffold419_81039"
"3234" "L20" "SCFLD419" 83841 "Scaffold419" "Scaffold419_83841"
"3235" "L20" "SCFLD419" 99222 "Scaffold419" "Scaffold419_99222"
"3236" "L20" "SCFLD866" 27818 "Scaffold866" "Scaffold866_27818"
"3237" "L20" "SCFLD866" 27834 "Scaffold866" "Scaffold866_27834"
"3238" "L20" "SCFLD866" 35084 "Scaffold866" "Scaffold866_35084"
"3239" "L20" "SCFLD866" 35204 "Scaffold866" "Scaffold866_35204"
"3240" "L20" "SCFLD866" 35212 "Scaffold866" "Scaffold866_35212"
"3241" "L20" "SCFLD866" 44591 "Scaffold866" "Scaffold866_44591"
"3242" "L20" "SCFLD866" 44738 "Scaffold866" "Scaffold866_44738"
"3243" "L20" "SCFLD866" 60523 "Scaffold866" "Scaffold866_60523"
"3244" "L20" "SCFLD866" 65448 "Scaffold866" "Scaffold866_65448"
"3245" "L20" "SCFLD866" 65487 "Scaffold866" "Scaffold866_65487"
"3246" "L20" "SCFLD866" 65602 "Scaffold866" "Scaffold866_65602"
"3247" "L20" "SCFLD9857" 1298625 "Scaffold9857" "Scaffold9857_1298625"
"3248" "L20" "SCFLD9857" 1663092 "Scaffold9857" "Scaffold9857_1663092"
"3249" "L20" "SCFLD9857" 1737036 "Scaffold9857" "Scaffold9857_1737036"
"3250" "L20" "SCFLD9857" 1760728 "Scaffold9857" "Scaffold9857_1760728"
"3251" "L20" "SCFLD9857" 1887198 "Scaffold9857" "Scaffold9857_1887198"
"3252" "L20" "SCFLD9857" 2046413 "Scaffold9857" "Scaffold9857_2046413"
"3253" "L20" "SCFLD9857" 2046545 "Scaffold9857" "Scaffold9857_2046545"
"3254" "L20" "SCFLD9857" 2046565 "Scaffold9857" "Scaffold9857_2046565"
"3255" "L20" "SCFLD9857" 2115825 "Scaffold9857" "Scaffold9857_2115825"
"3256" "L20" "SCFLD9857" 2180533 "Scaffold9857" "Scaffold9857_2180533"
"3257" "L20" "SCFLD9857" 2394996 "Scaffold9857" "Scaffold9857_2394996"
"3258" "L20" "SCFLD9857" 2494396 "Scaffold9857" "Scaffold9857_2494396"
"3259" "L20" "SCFLD9857" 2498090 "Scaffold9857" "Scaffold9857_2498090"
"3260" "L20" "SCFLD9857" 2506730 "Scaffold9857" "Scaffold9857_2506730"
"3261" "L20" "SCFLD9857" 2883342 "Scaffold9857" "Scaffold9857_2883342"
"3262" "L20" "SCFLD9857" 3046951 "Scaffold9857" "Scaffold9857_3046951"
"3263" "L20" "SCFLD9857" 3121918 "Scaffold9857" "Scaffold9857_3121918"
"3264" "L20" "SCFLD9857" 3155683 "Scaffold9857" "Scaffold9857_3155683"
"3265" "L20" "SCFLD9857" 3155690 "Scaffold9857" "Scaffold9857_3155690"
"3266" "L20" "SCFLD9857" 3262332 "Scaffold9857" "Scaffold9857_3262332"
"3267" "L20" "SCFLD9857" 3321451 "Scaffold9857" "Scaffold9857_3321451"
"3268" "L20" "SCFLD9857" 814342 "Scaffold9857" "Scaffold9857_814342"
"3269" "L20" "SCFLD9857" 910323 "Scaffold9857" "Scaffold9857_910323"
"3270" "L20" "SCFLD9886" 1033861 "Scaffold9886" "Scaffold9886_1033861"
"3271" "L20" "SCFLD9886" 106668 "Scaffold9886" "Scaffold9886_106668"
"3272" "L20" "SCFLD9886" 1603810 "Scaffold9886" "Scaffold9886_1603810"
"3273" "L20" "SCFLD9886" 1642114 "Scaffold9886" "Scaffold9886_1642114"
"3274" "L20" "SCFLD9886" 1642122 "Scaffold9886" "Scaffold9886_1642122"
"3275" "L20" "SCFLD9886" 1733955 "Scaffold9886" "Scaffold9886_1733955"
"3276" "L20" "SCFLD9886" 1921376 "Scaffold9886" "Scaffold9886_1921376"
"3277" "L20" "SCFLD9886" 1992477 "Scaffold9886" "Scaffold9886_1992477"
"3278" "L20" "SCFLD9886" 2179951 "Scaffold9886" "Scaffold9886_2179951"
"3279" "L20" "SCFLD9886" 2561009 "Scaffold9886" "Scaffold9886_2561009"
"3280" "L20" "SCFLD9886" 497056 "Scaffold9886" "Scaffold9886_497056"
"3281" "L20" "SCFLD9886" 832054 "Scaffold9886" "Scaffold9886_832054"
"3282" "L20" "SCFLD9886" 865277 "Scaffold9886" "Scaffold9886_865277"
"3283" "L20" "SCFLD9886" 865383 "Scaffold9886" "Scaffold9886_865383"
"3284" "L20" "SCFLD9886" 907365 "Scaffold9886" "Scaffold9886_907365"
"3285" "L20" "SCFLD9912" 106600 "Scaffold9912" "Scaffold9912_106600"
"3286" "L20" "SCFLD9912" 1144564 "Scaffold9912" "Scaffold9912_1144564"
"3287" "L20" "SCFLD9912" 1154916 "Scaffold9912" "Scaffold9912_1154916"
"3288" "L20" "SCFLD9912" 1250675 "Scaffold9912" "Scaffold9912_1250675"
"3289" "L20" "SCFLD9912" 300267 "Scaffold9912" "Scaffold9912_300267"
"3290" "L20" "SCFLD9912" 701860 "Scaffold9912" "Scaffold9912_701860"
"3291" "L20" "SCFLD9912" 710683 "Scaffold9912" "Scaffold9912_710683"
"3292" "L20" "SCFLD9912" 710684 "Scaffold9912" "Scaffold9912_710684"
"3293" "L20" "SCFLD9912" 771812 "Scaffold9912" "Scaffold9912_771812"
"3294" "L20" "SCFLD9912" 777555 "Scaffold9912" "Scaffold9912_777555"
"3295" "L20" "SCFLD9912" 982509 "Scaffold9912" "Scaffold9912_982509"
"3296" "L20" "SCFLD9912" 994362 "Scaffold9912" "Scaffold9912_994362"
"3297" "L21" "SCFLD12" 454449 "Scaffold12" "Scaffold12_454449"
"3298" "L21" "SCFLD12" 561521 "Scaffold12" "Scaffold12_561521"
"3299" "L21" "SCFLD15" 144710 "Scaffold15" "Scaffold15_144710"
"3300" "L21" "SCFLD15" 25825 "Scaffold15" "Scaffold15_25825"
"3301" "L21" "SCFLD15" 471935 "Scaffold15" "Scaffold15_471935"
"3302" "L21" "SCFLD15" 474392 "Scaffold15" "Scaffold15_474392"
"3303" "L21" "SCFLD15" 48961 "Scaffold15" "Scaffold15_48961"
"3304" "L21" "SCFLD15" 605666 "Scaffold15" "Scaffold15_605666"
"3305" "L21" "SCFLD15" 658652 "Scaffold15" "Scaffold15_658652"
"3306" "L21" "SCFLD15" 768960 "Scaffold15" "Scaffold15_768960"
"3307" "L21" "SCFLD1837" 8605 "Scaffold1837" "Scaffold1837_8605"
"3308" "L21" "SCFLD2011" 4613 "Scaffold2011" "Scaffold2011_4613"
"3309" "L21" "SCFLD231" 70173 "Scaffold231" "Scaffold231_70173"
"3310" "L21" "SCFLD253" 286342 "Scaffold253" "Scaffold253_286342"
"3311" "L21" "SCFLD253" 315020 "Scaffold253" "Scaffold253_315020"
"3312" "L21" "SCFLD253" 318864 "Scaffold253" "Scaffold253_318864"
"3313" "L21" "SCFLD253" 341256 "Scaffold253" "Scaffold253_341256"
"3314" "L21" "SCFLD253" 430107 "Scaffold253" "Scaffold253_430107"
"3315" "L21" "SCFLD371" 121281 "Scaffold371" "Scaffold371_121281"
"3316" "L21" "SCFLD371" 95951 "Scaffold371" "Scaffold371_95951"
"3317" "L21" "SCFLD478" 183833 "Scaffold478" "Scaffold478_183833"
"3318" "L21" "SCFLD478" 183850 "Scaffold478" "Scaffold478_183850"
"3319" "L21" "SCFLD478" 35762 "Scaffold478" "Scaffold478_35762"
"3320" "L21" "SCFLD588" 114824 "Scaffold588" "Scaffold588_114824"
"3321" "L21" "SCFLD588" 114854 "Scaffold588" "Scaffold588_114854"
"3322" "L21" "SCFLD588" 39034 "Scaffold588" "Scaffold588_39034"
"3323" "L21" "SCFLD635" 107933 "Scaffold635" "Scaffold635_107933"
"3324" "L21" "SCFLD644" 167123 "Scaffold644" "Scaffold644_167123"
"3325" "L21" "SCFLD77" 468988 "Scaffold77" "Scaffold77_468988"
"3326" "L21" "SCFLD77" 552212 "Scaffold77" "Scaffold77_552212"
"3327" "L21" "SCFLD8" 145123 "Scaffold8" "Scaffold8_145123"
"3328" "L21" "SCFLD8" 257199 "Scaffold8" "Scaffold8_257199"
"3329" "L21" "SCFLD8" 510097 "Scaffold8" "Scaffold8_510097"
"3330" "L21" "SCFLD8" 510103 "Scaffold8" "Scaffold8_510103"
"3331" "L21" "SCFLD8" 637666 "Scaffold8" "Scaffold8_637666"
"3332" "L21" "SCFLD9931" 104031 "Scaffold9931" "Scaffold9931_104031"
"3333" "L21" "SCFLD9931" 1159164 "Scaffold9931" "Scaffold9931_1159164"
"3334" "L21" "SCFLD9931" 1556703 "Scaffold9931" "Scaffold9931_1556703"
"3335" "L21" "SCFLD9961" 1705319 "Scaffold9961" "Scaffold9961_1705319"
"3336" "L21" "SCFLD9961" 1735968 "Scaffold9961" "Scaffold9961_1735968"
"3337" "L21" "SCFLD9961" 173970 "Scaffold9961" "Scaffold9961_173970"
"3338" "L21" "SCFLD9961" 208454 "Scaffold9961" "Scaffold9961_208454"
"3339" "L21" "SCFLD9961" 43514 "Scaffold9961" "Scaffold9961_43514"
"3340" "L21" "SCFLD9961" 688894 "Scaffold9961" "Scaffold9961_688894"
"3341" "L21" "SCFLD9961" 731465 "Scaffold9961" "Scaffold9961_731465"
"3342" "L21" "SCFLD53" 105802 "Scaffold53" "Scaffold53_105802"
"3343" "L21" "SCFLD53" 120871 "Scaffold53" "Scaffold53_120871"
"3344" "L21" "SCFLD53" 128999 "Scaffold53" "Scaffold53_128999"
"3345" "L21" "SCFLD53" 141407 "Scaffold53" "Scaffold53_141407"
"3346" "L21" "SCFLD53" 174666 "Scaffold53" "Scaffold53_174666"
"3347" "L21" "SCFLD53" 185778 "Scaffold53" "Scaffold53_185778"
"3348" "L21" "SCFLD53" 195545 "Scaffold53" "Scaffold53_195545"
"3349" "L21" "SCFLD53" 202152 "Scaffold53" "Scaffold53_202152"
"3350" "L21" "SCFLD53" 214251 "Scaffold53" "Scaffold53_214251"
"3351" "L21" "SCFLD53" 235733 "Scaffold53" "Scaffold53_235733"
"3352" "L21" "SCFLD53" 243922 "Scaffold53" "Scaffold53_243922"
"3353" "L21" "SCFLD53" 272434 "Scaffold53" "Scaffold53_272434"
"3354" "L21" "SCFLD53" 321792 "Scaffold53" "Scaffold53_321792"
"3355" "L21" "SCFLD53" 358798 "Scaffold53" "Scaffold53_358798"
"3356" "L21" "SCFLD53" 369683 "Scaffold53" "Scaffold53_369683"
"3357" "L21" "SCFLD53" 477711 "Scaffold53" "Scaffold53_477711"
"3358" "L21" "SCFLD53" 615095 "Scaffold53" "Scaffold53_615095"
"3359" "L21" "SCFLD55" 139283 "Scaffold55" "Scaffold55_139283"
"3360" "L21" "SCFLD55" 139402 "Scaffold55" "Scaffold55_139402"
"3361" "L21" "SCFLD55" 150636 "Scaffold55" "Scaffold55_150636"
"3362" "L21" "SCFLD55" 150670 "Scaffold55" "Scaffold55_150670"
"3363" "L21" "SCFLD55" 201933 "Scaffold55" "Scaffold55_201933"
"3364" "L21" "SCFLD55" 212460 "Scaffold55" "Scaffold55_212460"
"3365" "L21" "SCFLD55" 212497 "Scaffold55" "Scaffold55_212497"
"3366" "L21" "SCFLD55" 212562 "Scaffold55" "Scaffold55_212562"
"3367" "L21" "SCFLD55" 216494 "Scaffold55" "Scaffold55_216494"
"3368" "L21" "SCFLD55" 242827 "Scaffold55" "Scaffold55_242827"
"3369" "L21" "SCFLD55" 242871 "Scaffold55" "Scaffold55_242871"
"3370" "L21" "SCFLD55" 242897 "Scaffold55" "Scaffold55_242897"
"3371" "L21" "SCFLD55" 261344 "Scaffold55" "Scaffold55_261344"
"3372" "L21" "SCFLD55" 311813 "Scaffold55" "Scaffold55_311813"
"3373" "L21" "SCFLD55" 311956 "Scaffold55" "Scaffold55_311956"
"3374" "L21" "SCFLD55" 311962 "Scaffold55" "Scaffold55_311962"
"3375" "L21" "SCFLD55" 377041 "Scaffold55" "Scaffold55_377041"
"3376" "L21" "SCFLD55" 546314 "Scaffold55" "Scaffold55_546314"
"3377" "L21" "SCFLD55" 570211 "Scaffold55" "Scaffold55_570211"
"3378" "L21" "SCFLD55" 652775 "Scaffold55" "Scaffold55_652775"
"3379" "L21" "SCFLD55" 795890 "Scaffold55" "Scaffold55_795890"
"3380" "L21" "SCFLD55" 838139 "Scaffold55" "Scaffold55_838139"
"3381" "L21" "SCFLD9868" 1082388 "Scaffold9868" "Scaffold9868_1082388"
"3382" "L21" "SCFLD9868" 1596174 "Scaffold9868" "Scaffold9868_1596174"
"3383" "L21" "SCFLD9868" 1699931 "Scaffold9868" "Scaffold9868_1699931"
"3384" "L21" "SCFLD9868" 1731226 "Scaffold9868" "Scaffold9868_1731226"
"3385" "L21" "SCFLD9868" 1731242 "Scaffold9868" "Scaffold9868_1731242"
"3386" "L21" "SCFLD9868" 1782150 "Scaffold9868" "Scaffold9868_1782150"
"3387" "L21" "SCFLD9868" 1806763 "Scaffold9868" "Scaffold9868_1806763"
"3388" "L21" "SCFLD9868" 1843342 "Scaffold9868" "Scaffold9868_1843342"
"3389" "L21" "SCFLD9868" 1857254 "Scaffold9868" "Scaffold9868_1857254"
"3390" "L21" "SCFLD9868" 1891677 "Scaffold9868" "Scaffold9868_1891677"
"3391" "L21" "SCFLD9868" 241069 "Scaffold9868" "Scaffold9868_241069"
"3392" "L21" "SCFLD9868" 2433348 "Scaffold9868" "Scaffold9868_2433348"
"3393" "L21" "SCFLD9868" 2444280 "Scaffold9868" "Scaffold9868_2444280"
"3394" "L21" "SCFLD9868" 2469608 "Scaffold9868" "Scaffold9868_2469608"
"3395" "L21" "SCFLD9868" 266050 "Scaffold9868" "Scaffold9868_266050"
"3396" "L21" "SCFLD9868" 2739387 "Scaffold9868" "Scaffold9868_2739387"
"3397" "L21" "SCFLD9868" 2870573 "Scaffold9868" "Scaffold9868_2870573"
"3398" "L21" "SCFLD9868" 38134 "Scaffold9868" "Scaffold9868_38134"
"3399" "L21" "SCFLD9868" 411919 "Scaffold9868" "Scaffold9868_411919"
"3400" "L21" "SCFLD9868" 54149 "Scaffold9868" "Scaffold9868_54149"
"3401" "L21" "SCFLD9868" 640296 "Scaffold9868" "Scaffold9868_640296"
"3402" "L21" "SCFLD9868" 682922 "Scaffold9868" "Scaffold9868_682922"
"3403" "L21" "SCFLD9868" 765117 "Scaffold9868" "Scaffold9868_765117"
"3404" "L21" "SCFLD9871" 1061308 "Scaffold9871" "Scaffold9871_1061308"
"3405" "L21" "SCFLD9871" 1125877 "Scaffold9871" "Scaffold9871_1125877"
"3406" "L21" "SCFLD9871" 1195229 "Scaffold9871" "Scaffold9871_1195229"
"3407" "L21" "SCFLD9871" 1215284 "Scaffold9871" "Scaffold9871_1215284"
"3408" "L21" "SCFLD9871" 1722378 "Scaffold9871" "Scaffold9871_1722378"
"3409" "L21" "SCFLD9871" 282175 "Scaffold9871" "Scaffold9871_282175"
"3410" "L21" "SCFLD9871" 2996937 "Scaffold9871" "Scaffold9871_2996937"
"3411" "L21" "SCFLD9871" 369532 "Scaffold9871" "Scaffold9871_369532"
"3412" "L21" "SCFLD9871" 374794 "Scaffold9871" "Scaffold9871_374794"
"3413" "L21" "SCFLD9871" 386056 "Scaffold9871" "Scaffold9871_386056"
"3414" "L21" "SCFLD9871" 582707 "Scaffold9871" "Scaffold9871_582707"
"3415" "L21" "SCFLD9871" 929059 "Scaffold9871" "Scaffold9871_929059"
"3416" "L21" "SCFLD9871" 972515 "Scaffold9871" "Scaffold9871_972515"
"3417" "L21" "SCFLD9879" 1012262 "Scaffold9879" "Scaffold9879_1012262"
"3418" "L21" "SCFLD9879" 1389649 "Scaffold9879" "Scaffold9879_1389649"
"3419" "L21" "SCFLD9879" 1523678 "Scaffold9879" "Scaffold9879_1523678"
"3420" "L21" "SCFLD9879" 165616 "Scaffold9879" "Scaffold9879_165616"
"3421" "L21" "SCFLD9879" 165677 "Scaffold9879" "Scaffold9879_165677"
"3422" "L21" "SCFLD9879" 1815790 "Scaffold9879" "Scaffold9879_1815790"
"3423" "L21" "SCFLD9879" 186100 "Scaffold9879" "Scaffold9879_186100"
"3424" "L21" "SCFLD9879" 186166 "Scaffold9879" "Scaffold9879_186166"
"3425" "L21" "SCFLD9879" 245901 "Scaffold9879" "Scaffold9879_245901"
"3426" "L21" "SCFLD9879" 330310 "Scaffold9879" "Scaffold9879_330310"
"3427" "L21" "SCFLD9879" 372218 "Scaffold9879" "Scaffold9879_372218"
"3428" "L21" "SCFLD9879" 584570 "Scaffold9879" "Scaffold9879_584570"
"3429" "L21" "SCFLD9879" 693604 "Scaffold9879" "Scaffold9879_693604"
"3430" "L21" "SCFLD9879" 704019 "Scaffold9879" "Scaffold9879_704019"
"3431" "L21" "SCFLD9879" 814210 "Scaffold9879" "Scaffold9879_814210"
"3432" "L21" "SCFLD9892" 1205608 "Scaffold9892" "Scaffold9892_1205608"
"3433" "L21" "SCFLD9892" 1478350 "Scaffold9892" "Scaffold9892_1478350"
